timestep	time	potential_energy	pressure	temperature
3950	12.928463	-162.9027836	0.02851775661	0.006267234481
3960	12.956218	-163.2848565	0.02848646092	0.006078590713
3970	12.983244	-163.2788853	0.02846296171	0.005910940507
3980	13.010157	-163.448829	0.0284446776	0.005767510316
3990	13.037013	-163.7587649	0.02842925574	0.005650630302
4000	13.068952	-163.9947968	0.02841548613	0.005561785377
4010	13.12134	-164.3967016	0.02840204013	0.005501608759
4020	13.150939	-164.7811723	0.02838698847	0.005469872268
4030	13.177963	-165.1938985	0.02836978067	0.005465383707
4040	13.204751	-165.587057	0.02835018525	0.005485957013
4050	13.231599	-166.0054491	0.02833043661	0.005528390635
4060	13.259049	-166.4798567	0.02831073303	0.005588658957
4070	13.285975	-166.9863124	0.0282918605	0.005662342351
4080	13.314099	-167.2772317	0.02827320908	0.00574516003
4090	13.341284	-167.7434079	0.02825595377	0.005833432558
4100	13.371476	-168.3923553	0.02824318751	0.005924515066
4110	13.4165	-168.829338	0.02823535899	0.006016955194
4120	13.443531	-169.122348	0.02823098171	0.006110582543
4130	13.474014	-169.2596784	0.02823148898	0.006206204379
4140	13.501228	-169.6392841	0.02823691895	0.006305194387
4150	13.527785	-169.8919476	0.0282467498	0.006408775442
4160	13.555305	-170.1330813	0.02825891823	0.006517466048
4170	13.581792	-170.3434501	0.02827329192	0.006630726272
4180	13.609364	-170.6303374	0.0282917812	0.006746863414
4190	13.637755	-170.9950641	0.0283131784	0.006863133022
4200	13.668834	-170.8411063	0.02833971031	0.006976105496
4210	13.714687	-171.0618619	0.02837262959	0.007082207047
4220	13.741804	-171.0317086	0.02841268348	0.007178312051
4230	13.768524	-170.9250702	0.02845865604	0.007262383247
4240	13.799549	-170.9934539	0.0285102879	0.007333564442
4250	13.829957	-170.9715472	0.02856597865	0.007392372755
4260	13.8615	-171.1738707	0.02862339082	0.007440891602
4270	13.889245	-171.167573	0.02868204986	0.007482427616
4280	13.916909	-171.3769763	0.02873785101	0.007521150258
4290	13.944922	-171.4483637	0.02878810932	0.007561672151
4300	13.976828	-170.8673557	0.02883123901	0.007608588398
4310	14.027198	-170.9145494	0.02886743466	0.00766612085
4320	14.05945	-170.9199768	0.02889535782	0.007737523195
4330	14.096969	-170.8702667	0.02891232447	0.007824868715
4340	14.129085	-170.6869733	0.02891927198	0.007928816098
4350	14.156934	-170.4613988	0.02891801743	0.008048691571
4360	14.18345	-170.6615204	0.02890951227	0.008182578
4370	14.212989	-170.5396365	0.02889226567	0.008327460823
4380	14.242051	-170.4411977	0.02886824825	0.008479754851
4390	14.270442	-170.2428909	0.0288378969	0.008635814602
4400	14.29977	-170.1639515	0.02880287278	0.008792433617
4410	14.346711	-169.9449794	0.02876466196	0.008947195133
4420	14.37306	-169.729836	0.02872498177	0.009098954339
4430	14.399467	-169.6354117	0.02868306175	0.009248063978
4440	14.425878	-169.3796045	0.02864051072	0.009396227595
4450	14.452648	-169.1330835	0.02859816667	0.009546451885
4460	14.481145	-168.8224702	0.028556192	0.00970249103
4470	14.510722	-168.7031058	0.02851252328	0.009868020521
4480	14.53914	-168.4888445	0.02846580457	0.01004599765
4490	14.568078	-168.2473805	0.02841902372	0.01023806112
4500	14.597204	-167.9496047	0.02837440266	0.01044407932
4510	14.644248	-168.0065014	0.02833140086	0.01066185888
4520	14.672705	-167.5610087	0.02829203109	0.01088719353
4530	14.70184	-167.5358337	0.02825922909	0.01111417738
4540	14.730693	-167.333175	0.02823528532	0.01133579273
4550	14.758012	-167.1320669	0.02821995722	0.01154428194
4560	14.787286	-167.0388435	0.0282165072	0.01173153998
4570	14.815339	-166.7808478	0.0282267887	0.01188975816
4580	14.842832	-166.2301761	0.02824669294	0.01201181875
4590	14.889022	-165.7326573	0.0282791684	0.01209182749
4600	14.921016	-165.5259964	0.02832261575	0.01212549152
4610	14.97064	-165.108517	0.02837850951	0.01211041873
4620	15.001143	-164.5709564	0.02844812357	0.01204665781
4630	15.030468	-164.2186073	0.02852827914	0.0119367515
4640	15.057069	-163.7418553	0.02861847905	0.01178561589
4650	15.091875	-163.2229067	0.02871700601	0.01160044811
4660	15.126927	-162.7547355	0.02881924195	0.01139042836
4670	15.1569	-162.1819744	0.02892332027	0.01116615611
4680	15.184759	-161.5457982	0.0290237536	0.01093881727
4690	15.23006	-161.1002667	0.02911657351	0.0107193654
4700	15.261122	-160.3701689	0.02920084841	0.01051766555
4710	15.308651	-160.0241611	0.02927387523	0.01034174318
4720	15.336214	-159.86648	0.0293355425	0.01019701168
4730	15.364544	-159.5157363	0.02938547725	0.01008579142
4740	15.3913	-159.2346262	0.02942158057	0.01000720219
4750	15.418566	-158.9655775	0.02944666841	0.009957300705
4760	15.445573	-158.8375838	0.02946075845	0.009929588585
4770	15.484885	-158.5655595	0.02946473253	0.009915779055
4780	15.522617	-158.5164388	0.02945884822	0.009906813781
4790	15.554332	-158.2705316	0.02944842774	0.009893741163
4800	15.584853	-157.856043	0.02943353772	0.009868783079
4810	15.634275	-157.5640486	0.02941496167	0.009825953125
4820	15.66072	-157.2095621	0.02939898941	0.009761732453
4830	15.688172	-156.4531691	0.02938270426	0.009675454614
