timestep	time	potential_energy	pressure	temperature
0	0.038109	276.2028814	0.1057021027	0
10000	3.330843	-171.8831077	0.02782434044	0.00773188003
20000	6.106562	-163.6904809	0.02861347734	0.006343763139
30000	8.923975	-158.880421	0.03038852196	0.01135992394
40000	11.782942	-158.4204071	0.03018954492	0.0110076723
50000	14.653713	-159.2203906	0.0300241631	0.01020004924
60000	17.525242	-160.236908	0.02986886322	0.009779764024
70000	20.409382	-160.0336833	0.0299630412	0.01027048477
80000	23.314395	-159.053892	0.0300584496	0.01043850574
90000	26.07858	-158.8478783	0.03008011097	0.01068167224
100000	28.839034	-159.4902843	0.02996998771	0.01071640182
110000	31.614362	-159.5268284	0.02987446406	0.01021872239
120000	34.377553	-158.6889117	0.03020837914	0.01063558762
130000	37.142341	-158.3314307	0.0303080845	0.01031249668
140000	39.907701	-158.9708231	0.02997119335	0.01064500122
150000	42.670935	-159.3549955	0.03003873764	0.01044049527
160000	45.435786	-158.4165135	0.0299293332	0.01036527506
170000	48.210248	-157.8287944	0.0302504219	0.0107975133
180000	50.985815	-159.0487099	0.03017866455	0.01053901504
190000	53.760711	-158.1636505	0.03029501749	0.01075525186
200000	56.539866	-157.8943068	0.03006975764	0.01070795196
210000	59.329812	-158.5702853	0.03002884559	0.01069038781
220000	62.105769	-157.5978391	0.03027122833	0.01091023577
230000	64.882351	-157.6954349	0.03017549895	0.01058315357
240000	67.657569	-157.9245319	0.03012215985	0.01086281614
250000	70.433086	-157.8513344	0.03023211695	0.01145827864
260000	73.216664	-158.0840153	0.03017254416	0.01022706968
270000	76.001938	-157.2650808	0.03049188421	0.01096109315
280000	78.78588	-157.6850609	0.0302492922	0.01114846119
290000	81.573073	-157.4303719	0.03037389753	0.01125355315
300000	84.360899	-157.9528277	0.03017890094	0.01143545353
310000	87.155083	-157.08621	0.03025198098	0.01109867338
320000	89.935603	-157.0819065	0.03042777157	0.01106948533
330000	92.716075	-156.3512449	0.03079634623	0.01166036501
340000	95.497711	-158.2801955	0.03016694954	0.01123686936
350000	98.276698	-156.8019545	0.0302777184	0.01136111194
360000	101.056608	-157.5873904	0.03027752234	0.01159744198
370000	103.836263	-156.7010778	0.03042943371	0.01162303136
380000	106.61932	-157.620631	0.03040985678	0.01100399504
390000	109.399061	-157.2912239	0.03045935211	0.01152682223
400000	112.185413	-156.802881	0.03047043424	0.01202925659
410000	114.990445	-157.1826523	0.03018368307	0.01159341583
420000	117.792545	-156.0663079	0.03066951765	0.01146081452
430000	120.593337	-156.293204	0.03076719923	0.01170785225
440000	123.396428	-155.6144369	0.03065513209	0.01195871865
450000	126.197076	-155.9955827	0.03054196707	0.01150526469
460000	129.000257	-157.3507766	0.03031159542	0.01172683154
470000	131.80143	-155.7736669	0.03063436381	0.01230597684
480000	134.60117	-157.1798977	0.03038313984	0.01120345654
490000	137.405263	-155.73258	0.0308223527	0.01180546743
500000	140.209248	-155.02621	0.03073814789	0.01216747577
510000	143.020408	-155.998305	0.03058855161	0.01184608061
520000	145.817846	-156.4174181	0.03078165358	0.01179528402
530000	148.615408	-155.9512756	0.03071191231	0.01219771961
540000	151.412008	-155.7933832	0.03049598399	0.01192609511
550000	154.211904	-155.7459187	0.03075570784	0.01157726076
560000	157.008976	-153.9983389	0.03085283504	0.01216005581
570000	159.806181	-156.4182841	0.03077148798	0.01177523569
580000	162.606529	-154.8736939	0.03067927757	0.01249594294
590000	165.405778	-156.1964037	0.03067195941	0.01227662189
